date,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
20151213,1523.22,1415.67,1407.02,1432.98,1419.11,1426.16,1426.52,1442.56,1445.89,1446.18,1447.99,1430.45,1440.79,1422.01,1422.95,1476.48,1454.29
20151214,1522.11,1415.9,1405.22,1431.63,1418.32,1424.67,1423.23,1441.14,1444.16,1443.51,1446.58,1428.16,1438.99,1420.02,1421.25,1473.7,1450.53
20151215,1519.41,1413,1403.34,1428.57,1415.31,1423.02,1419.5,1438.55,1441.81,1441.18,1445,1426.15,1437.05,1417.81,1418.89,1470.82,1450.48
20151216,1516.32,1409.72,1399.7,1425.61,1413.11,1420.96,1415.37,1435.87,1439.48,1438.77,1443.17,1423.88,1435.92,1415.63,1417.06,1469.65,1449
20151217,1513.54,1407.66,1398.29,1422.71,1411.07,1419.27,1412.35,1433.57,1438.06,1436.7,1441.84,1421.71,1434.34,1413.81,1414.72,1468.65,1447.29
20151218,1510.7,1407.15,1396.61,1420.74,1410.08,1417.7,1410.28,1431.16,1435.72,1434.23,1439.74,1420.05,1432.7,1412.39,1412.54,1468.7,1445.39
20151219,1509.01,1405.01,1395.23,1418.48,1408.44,1416.67,1408.5,1429.53,1433.69,1432.82,1437.93,1418.13,1431.78,1410.73,1410.85,1445.43,1444.18
20151220,1507.65,1404.33,1394.86,1416.56,1406.91,1416.72,1407.3,1428.92,1432.51,1431.48,1437.21,1416.7,1431.09,1409.61,1410.21,1442.2,1442.46
20151221,1507.21,1402.76,1393.84,1415.48,1406.93,1415.25,1405.03,1427.19,1430.43,1429.36,1436.03,1414.08,1430.08,1407.55,1408.41,1438.76,1439.44
20151222,1504.72,1400.03,1391.16,1413.35,1403.93,1413.23,1401.36,1425.13,1427.43,1427.09,1433.32,1412.29,1428.45,1405.41,1406.22,1434.76,1437.51
20151223,1502.79,1397.73,1389.2,1410.71,1402.73,1410.79,1400.03,1423.22,1425.94,1424.44,1430.31,1410.06,1426.37,1403.64,1403.38,1432.33,1436.48
20151224,1500.52,1396.7,1387.62,1407.7,1400.6,1408.76,1396.54,1421.49,1423.28,1422.19,1428.19,1408.88,1424.24,1401.44,1401.9,1431.62,1435.34
20151225,1498.65,1394.79,1385.31,1406.56,1399.18,1406.75,1394.95,1419.78,1421.77,1420.17,1426.35,1406.99,1422.53,1399.1,1400.48,1431.67,1432.66
20151226,1497.35,1394.57,1384.11,1406.22,1399.03,1407.1,1394.12,1419.35,1421.06,1418.21,1425.5,1406.07,1421.7,1397.76,1399.57,1431.56,1432.27
20151227,1497.99,1394.38,1383.54,1404.72,1397.97,1406.45,1393.87,1418.65,1420.48,1417.93,1425.17,1405.26,1420.24,1396.81,1398.95,1430.93,1430.72
20151228,1497.89,1393.85,1382.36,1404.98,1396.37,1405.07,1393.49,1417.94,1419.24,1416.51,1423.69,1404.07,1417.98,1395.61,1397.73,1430.49,1430.01
20151229,1495.66,1392.75,1380.55,1403.77,1394.48,1403.66,1391.52,1415.75,1417.85,1415.64,1422.45,1402.23,1416.73,1393.24,1396.28,1430.87,1427
20151230,1493.82,1391.69,1379.59,1404.08,1393.93,1402.32,1391.21,1414.34,1416.02,1414.17,1420.81,1400.51,1414.87,1392.21,1395.26,1429.44,1425.49
20151231,1493.18,1391.46,1377.66,1403.43,1392.23,1401.4,1391.81,1413.66,1415.13,1413.34,1420.21,1399.84,1413.32,1390.91,1394.64,1428.96,1424.64
20160101,1491.05,1389.98,1375.94,1400.78,1391.33,1399.85,1388.99,1411.67,1412.94,1410.51,1417.6,1397.76,1411.09,1388.5,1392,1428.26,1422.61
20160102,1490.23,1388.67,1375.43,1400.32,1390.49,1399.13,1388.42,1410.97,1412.27,1408.73,1416.47,1395.01,1409.61,1387.05,1390.54,1427.96,1422.27
20160103,1489.42,1388.48,1375.11,1399.42,1390.58,1398.4,1388.04,1410.45,1411.68,1408.04,1415.49,1394.06,1408.57,1386.62,1389.89,1427.67,1423.18
20160104,1489.22,1387.61,1373.59,1399.4,1389.14,1396.63,1386.71,1409,1410.34,1406.61,1414.03,1391.35,1406.74,1385.2,1387.89,1427.24,1421.76
20160105,1488.01,1385.54,1372.53,1398.8,1388.36,1395.09,1385.14,1407.29,1408.52,1405.42,1412.23,1388.95,1404.78,1383.93,1386.48,1426.05,1420.49
20160106,1486.25,1384.26,1371.13,1396.8,1384.45,1393.85,1383.24,1405.31,1406.85,1404.22,1411.04,1387.55,1402.64,1382.15,1385.01,1439.63,1419.54
20160107,1485.34,1383.6,1369.31,1396.09,1381.86,1391.49,1378.9,1403.76,1405.88,1402.01,1409.35,1385.78,1400.5,1380.41,1383.5,1440.72,1419.27
20160108,1484.19,1381.06,1369.02,1394.02,1380.45,1390.43,1376.79,1402.27,1404.03,1400.64,1406.78,1383.66,1398.33,1378.17,1381.8,1440.24,1416.22
20160109,1483.01,1379.65,1368.39,1392.06,1378.49,1389.7,1375.96,1400.71,1401.72,1399.09,1405.1,1382,1396.96,1376.92,1380.11,1425.08,1413.35
20160110,1481.95,1378.79,1367.25,1391.81,1378.41,1388.43,1374.86,1400.26,1401.07,1398.23,1404.01,1381.31,1395.74,1376.05,1379.15,1422.08,1413.2
20160111,1481.65,1377.77,1366.32,1391.36,1377.57,1387.59,1373.28,1399.29,1399.93,1396.88,1402.41,1379.72,1393.44,1374.72,1377.65,1420.99,1411.94
20160112,1479.84,1375.78,1364.66,1389.76,1376.22,1386.01,1371.86,1397.71,1398.45,1395.38,1401.09,1378.7,1391.05,1373.09,1375.86,1419.36,1406.63
20160113,1478.42,1373.57,1362.55,1387.8,1374.51,1384.37,1371.22,1395.72,1396.53,1393.68,1399.44,1377.24,1389.53,1372.21,1374.64,1418.62,1405.08
20160114,1476.22,1371.93,1360.89,1387.45,1371.77,1382.96,1369.62,1393.83,1395.04,1392.51,1398.29,1376.1,1387.94,1370.22,1373.55,1418.46,1404.15
20160115,1474.96,1369.47,1358.22,1385.56,1369.56,1381.48,1366.94,1392.48,1393.87,1390.87,1396.64,1374.23,1386.07,1368.76,1371.98,1418.67,1403.56
20160116,1473.58,1366.77,1356.47,1383.65,1368.19,1379.58,1364.15,1389.94,1391.98,1389.58,1394.9,1372.31,1384.43,1366.51,1370.6,1392.83,1402
20160117,1472.48,1365.5,1355.97,1383.44,1367.18,1378.95,1363.12,1389.39,1391.31,1388.54,1393.82,1371.1,1383.25,1365.55,1369.89,1383.36,1400.81
20160118,1471.6,1364.45,1354.6,1382.03,1366.12,1378.26,1360.25,1388.42,1389.91,1387.46,1391.8,1369.98,1381.52,1363.72,1368.34,1379.02,1402.13
20160119,1467.14,1362.21,1351.34,1380.65,1362.76,1375.77,1357.59,1385.49,1387.25,1385.89,1390.63,1367.81,1380.09,1361.58,1365.9,1375.07,1395.92
20160120,1464.44,1359.75,1349.12,1377.34,1362.29,1374.23,1356.38,1383.6,1385.62,1384.57,1388.77,1366.84,1379.03,1359.97,1364.35,1374.7,1393.07
20160121,1463.38,1357.81,1346.94,1375.35,1360.38,1373,1354.29,1381.73,1383.95,1382.79,1386.64,1364.67,1377.39,1358.58,1362.45,1375.33,1391.77
20160122,1461.96,1355.26,1345.27,1373.88,1359.62,1370.5,1352.78,1380.32,1381.36,1381.7,1384.58,1362.91,1375.77,1356.09,1360.77,1372.55,1387.35
20160123,1460.68,1353.67,1344.4,1372.47,1358.9,1368.54,1350.82,1378.7,1379,1380.64,1383.11,1362.11,1374.76,1354.68,1359.18,1371.75,1385.36
20160124,1459.97,1352.49,1343.82,1370.69,1357.81,1368.68,1349.6,1378.04,1378.53,1380.08,1382.62,1361.57,1374.27,1353.92,1358.55,1371.82,1384.82
20160125,1460.15,1352,1342.84,1371,1357.64,1367.21,1348.93,1377.64,1377.34,1379.05,1381.99,1360.85,1373.8,1353.07,1356.88,1371.34,1383.52
20160126,1456.68,1350.31,1341.43,1369.28,1355.97,1366.06,1348.51,1375.45,1375.37,1378.05,1379.81,1359.36,1371.84,1350.79,1354.63,1371.6,1381.24
20160127,1454.97,1348.54,1340.69,1367.08,1354.36,1363.55,1345.38,1373.78,1373.53,1375.88,1378.71,1358.28,1370.07,1349.31,1353.19,1370.6,1380.89
20160128,1453.32,1347.28,1339.95,1365.55,1353.47,1362.03,1343.57,1372.62,1371.49,1374.76,1376.76,1357.17,1368.03,1347.45,1351.76,1369.91,1378.79
20160129,1452.67,1346.49,1339.36,1364.05,1350.76,1359.78,1342.72,1371.73,1370.13,1373.42,1375.51,1356.54,1365.98,1346.47,1350.52,1369.01,1378.43
20160130,1451.91,1345.34,1338.03,1363.19,1349.82,1359.6,1341.4,1370.65,1368.86,1372.56,1374.09,1355.8,1365.53,1345.76,1349.51,1369.28,1378.6
20160131,1451.54,1344.54,1338.25,1363.12,1349.35,1358.72,1341.02,1370.16,1368.23,1372.26,1373.38,1355.52,1365.49,1344.88,1348.69,1369.6,1378.6
20160201,1449.59,1345.13,1337.47,1362.37,1348.92,1357.39,1339.67,1369.03,1367.21,1370.31,1371.34,1353.79,1363.1,1343.87,1347.47,1368.87,1376.5
20160202,1449.07,1343.57,1336.87,1362.22,1348.35,1356.94,1339.14,1368.5,1366.31,1369.16,1370.31,1352.75,1362.12,1342.47,1346.85,1368.82,1374.63
20160203,1448.36,1342.94,1335.78,1360.35,1346.56,1355.8,1338.57,1367.81,1365.1,1367.83,1369.35,1351.94,1360.73,1341.35,1345.41,1370.19,1373.77
20160204,1446.69,1342.5,1335.86,1359.56,1345.48,1355.04,1337.43,1367.16,1363.93,1367.07,1369.04,1350.2,1359.31,1340.3,1344.6,1369.24,1370.65
20160205,1446.36,1342.6,1335.46,1358.1,1345.46,1354.31,1337.61,1366.68,1362.46,1366.68,1368.52,1350.11,1359.03,1339.88,1343.71,1369.13,1369.87
20160206,1445.43,1342.9,1335.52,1357.34,1345.15,1353.64,1336.64,1365.85,1361.42,1365.22,1367.7,1349.47,1358.96,1338.79,1343.17,1369.24,1369.53
20160207,1445.55,1342.75,1336.2,1356.91,1344.51,1353.58,1336.39,1365.41,1361.12,1363.62,1367.5,1348.88,1358.16,1338.8,1342.74,1369.19,1368.67
20160208,1445.9,1342.43,1336.36,1357.27,1344.3,1353.59,1336.28,1365.41,1360.55,1363.48,1367.1,1348.34,1358.03,1338.64,1342.66,1369.61,1368.06
20160209,1445.71,1342.38,1336.13,1355.76,1343.93,1353.25,1335.01,1365.54,1360.1,1363.66,1366.77,1348.39,1357.99,1338.26,1342.68,1369.18,1369.55
20160210,1445.42,1342.6,1335.57,1355.31,1343.06,1352.81,1334.5,1365.25,1359.64,1363.05,1366.72,1348.38,1357.42,1337.81,1342.41,1368.96,1368.92
20160211,1443.49,1340.01,1334.86,1355.39,1341.93,1350.78,1335.22,1364.52,1358.96,1361.66,1365.63,1346.97,1356.2,1336.99,1341.22,1368.76,1366.58
20160212,1441.06,1337.59,1334.09,1354.38,1339.38,1349.63,1333.47,1363.07,1357.29,1360.38,1363.99,1345.15,1354.56,1335.73,1339.94,1369.03,1365.89
20160213,1440.79,1335.73,1332.37,1352.32,1336.74,1346.78,1332.14,1361.17,1356.48,1359.03,1362.27,1343.04,1354.46,1334.38,1338.64,1368.28,1365.03
20160214,1440.33,1334.55,1331.41,1352.13,1335.87,1344.79,1330.87,1360.22,1355.36,1358.2,1361.54,1342.32,1353.55,1333.73,1338.15,1368.11,1363.31
20160215,1439.48,1334.19,1330.84,1350.03,1335.79,1342.85,1328.83,1359.3,1354.73,1357.76,1360.77,1341.42,1352.14,1332.91,1337.16,1368.32,1364.05
20160216,1434.23,1332.19,1328.79,1346.44,1334.05,1340.13,1327.44,1356.45,1353.55,1355.86,1360.03,1340.25,1351.38,1331.46,1335.31,1367.96,1362.64
20160217,1430.75,1330.44,1327.37,1344.08,1330.71,1338.19,1325.34,1354.71,1352.26,1355.76,1357.84,1339.13,1350.11,1330.25,1333.86,1367.85,1361.63
20160218,1428.96,1328.73,1326.53,1341.73,1329.72,1337.4,1324.2,1353.51,1351,1354.2,1357.07,1338.21,1348.02,1329.29,1333.14,1367.16,1360.15
20160219,1427.44,1327.58,1326.96,1340.12,1327.57,1335.36,1323.33,1352.63,1349.72,1353.23,1355.91,1337.76,1347.02,1328.57,1332.29,1366.86,1359.72
20160220,1425.99,1326.08,1326.24,1338.06,1326.93,1333.14,1321.62,1352,1347.88,1352.53,1355.53,1337.06,1346.83,1327.6,1331.74,1366.33,1360.36
20160221,1425.87,1325.99,1326.31,1337.38,1326.14,1333.05,1321.06,1351.63,1347.71,1351.89,1355,1336.97,1346.84,1327.13,1331.45,1366.7,1358.72
20160222,1425.75,1325.44,1325.65,1337.46,1325.46,1333.5,1321.08,1351.41,1347.61,1351.22,1354.42,1335.56,1346.37,1327.1,1330.46,1366.01,1358.89
20160223,1425.39,1325.58,1325.53,1337.65,1324.68,1332.31,1320.56,1350.83,1346.77,1349.79,1353.51,1335.09,1345.33,1325.88,1329.75,1365.51,1357.68
20160224,1423.56,1325,1324.77,1337.37,1324.11,1331.51,1319.52,1350.35,1346.06,1349.75,1352.93,1334.63,1345.32,1325.51,1328.75,1364.51,1354.41
20160225,1422.53,1324.77,1323.72,1337.73,1322.36,1331.29,1318.76,1349.6,1345.83,1349.45,1352.54,1334.02,1344.61,1325.07,1328.08,1365.38,1353.68
20160226,1421.24,1324.11,1323.65,1337.12,1322.9,1329.6,1318.49,1348.54,1344.99,1348.59,1352.02,1333.3,1343.59,1324.17,1327.53,1365.16,1348.84
20160227,1420.21,1323.51,1322.63,1335.13,1322.01,1328.94,1317.8,1347.94,1344.2,1348.63,1351.75,1333.31,1342.98,1323.81,1327.01,1365.38,1349.37
20160228,1419.53,1323.05,1322.32,1334.83,1322.22,1328.71,1316.87,1347.68,1343.58,1348.2,1351.17,1333.52,1342.7,1323.22,1326.9,1365.38,1348.86
20160229,1420.08,1323.05,1322.96,1336.27,1322.25,1328.87,1316.98,1347.6,1344.05,1347.64,1351.19,1333.18,1342.31,1323.2,1326.35,1365.38,1347.03
20160301,1419.2,1322.78,1321.33,1335.1,1321.9,1327.91,1316.44,1346.68,1343.6,1347.19,1350.41,1332.42,1341.89,1322.53,1326.25,1366.33,1349.37
20160302,1418.72,1322.49,1320.56,1335.19,1321.41,1329.43,1316.79,1346.23,1343.38,1346.84,1349.71,1331.95,1341.09,1321.79,1325.57,1365.94,1347.62
20160303,1418.34,1322.98,1320.95,1334.43,1320.67,1328.11,1316.41,1345.86,1343.07,1346.96,1349.86,1332.2,1340.67,1322.22,1325.2,1365.61,1347.41
20160304,1418.14,1322.48,1320.14,1334.05,1321.83,1329.33,1315.51,1345.49,1342.86,1346.83,1349.21,1331.69,1340.2,1322.17,1324.88,1365.62,1348.25
20160305,1416.25,1323.34,1320.04,1332.08,1322.23,1328.78,1316.09,1345,1341.45,1347.07,1349.71,1332.04,1340.67,1322.6,1324.91,1365.59,1348.25
20160306,1417.45,1323.34,1320.41,1332.53,1321.95,1328.43,1315.65,1345.05,1341.93,1347.17,1349.92,1332.05,1339.81,1322.48,1324.5,1365.49,1349.12
20160307,1416.87,1323.58,1321.42,1334.84,1320.37,1328.99,1316.05,1345.06,1341.66,1346.9,1349.88,1332.01,1339.3,1322.41,1324.54,1366.15,1348.94
20160308,1418.42,1324.59,1323.7,1334.98,1320.78,1328.93,1316,1345.63,1341.81,1347.09,1350.08,1332.28,1339.82,1322.36,1324.81,1365.43,1347.25
20160309,1419.57,1325.34,1323.59,1335.74,1321.27,1329.75,1316.23,1346.36,1342.57,1347.31,1350.15,1333.39,1340.67,1322.7,1325.61,1385.91,1348.82
20160310,1420.19,1326.14,1324.3,1335.84,1321.1,1329.9,1316.12,1347.22,1342.83,1347.88,1350.59,1333.99,1340.5,1323,1326.12,1387.28,1346.81
20160311,1421.27,1326.54,1325.94,1336.95,1321.66,1331.59,1316.71,1348.5,1342.86,1349.25,1351.21,1336.04,1341.42,1324.2,1327.08,1387.6,1346.25
20160312,1422.33,1327.83,1327.32,1337.19,1322.51,1332.78,1317.39,1350.19,1343.15,1350.14,1352.29,1337.81,1342.69,1325.57,1328.44,1388.23,1348.68
20160313,1422.59,1328.29,1328.38,1337.78,1322.48,1335.09,1318.16,1351.04,1343.63,1350.75,1352.72,1338.56,1343.2,1326.43,1328.52,1388.34,1350.17
20160314,1423.42,1329.73,1329.96,1340.22,1323.34,1337.58,1319.52,1352.66,1344.77,1352.27,1353.87,1340,1344.37,1327.58,1329.65,1388.58,1349.29
20160315,1429.54,1333.39,1333.34,1343.85,1325.91,1341.19,1321.65,1356.39,1346.82,1353.57,1355.32,1341.95,1345.59,1330.09,1331.74,1388.8,1354.03
20160316,1431,1334.9,1334.44,1346.95,1328.32,1342.8,1322.82,1358.08,1348.3,1353.91,1356.67,1342.51,1347.53,1332.12,1332.84,1410.29,1359.6
20160317,1432.05,1337.21,1335.68,1349.31,1329.65,1344.01,1324.99,1359.5,1349.23,1354.46,1357.56,1343.87,1348.52,1333.23,1333.69,1413.41,1363.86
20160318,1433.44,1341.99,1336.83,1349.33,1330.84,1346.35,1325.35,1360.63,1350.13,1355.47,1358.96,1344.75,1349.19,1334.68,1334.95,1414.06,1364.29
20160319,1434.66,1346.01,1338.13,1349.47,1332.22,1347.72,1332.48,1361.71,1351.5,1356.78,1360.23,1347.4,1350.78,1335.74,1336.92,1414.48,1364.29
20160320,1435.39,1347.23,1338.86,1349.79,1332.97,1347.66,1335.08,1362.2,1352.13,1357.12,1361.01,1347.9,1351.22,1336.92,1338.16,1414.61,1365.62
20160321,1435.99,1348.73,1340.84,1352.89,1335.36,1349.49,1338.33,1363.37,1353.08,1357.89,1361.93,1348.81,1351.12,1338.31,1339.98,1414.8,1366.93
20160322,1437.25,1351,1341.76,1353.2,1338.02,1350.48,1337.97,1364.5,1353.77,1358.88,1363.16,1351.32,1352.33,1339.57,1341.7,1414.96,1367.27
20160323,1437.66,1351.57,1342.43,1353.72,1340.53,1351.62,1338.43,1365.78,1354.95,1359.54,1364.3,1352.17,1353.97,1340.67,1343.13,1414.23,1367.27
20160324,1438.13,1352.61,1342.8,1353.9,1341.19,1352.52,1338.8,1366.51,1355.76,1360.39,1365.57,1352.94,1355.64,1341.76,1343.9,1414.82,1366.68
20160325,1438.08,1353.51,1343.07,1353.92,1341.87,1352.95,1339.47,1366.97,1356.47,1361.37,1366.47,1353.48,1355.92,1342.48,1344.92,1414.82,1366.98
20160326,1438.48,1354.5,1343.76,1352.86,1343.06,1353.7,1340.7,1367.29,1356.91,1361.81,1367.08,1353.82,1356.55,1343.47,1346.22,1414.98,1367.25
20160327,1438.66,1355.06,1343.79,1352.24,1342.52,1353.87,1341.21,1367.58,1357.21,1362.07,1367.52,1354.39,1356.98,1343.9,1346.36,1415.41,1367.25
20160328,1438.6,1355.53,1343.88,1353.54,1343.04,1353.75,1341.1,1367.9,1358.29,1362.45,1367.91,1354.84,1357.14,1344.38,1347.18,1415.57,1367.25
20160329,1439.45,1356.3,1344.35,1354.09,1342.61,1356.04,1341.05,1368.04,1359.35,1363.14,1368.73,1355.25,1357.74,1344.66,1347.73,1416.02,1367.55
20160330,1438.61,1356.87,1344.11,1354.89,1342.79,1354.34,1341.91,1368.23,1359.74,1363.52,1368.89,1355.67,1358.21,1345.37,1348.54,1416.1,1367.38
20160331,1438.63,1357.27,1344.06,1354.73,1343.09,1355.26,1343.38,1367.97,1359.97,1363.89,1368.94,1355.57,1358.9,1345.66,1348.72,1416.1,1367.38
20160401,1438.43,1357.01,1343.57,1354.76,1343.13,1354.66,1344.05,1367.98,1360.98,1364.31,1369.38,1356.01,1359.67,1346.34,1349.56,1416.27,1367.1
20160402,1438.44,1356.85,1343.33,1353.76,1343.32,1354.43,1343.88,1367.94,1360.39,1364.99,1369.75,1356.09,1360.42,1346.93,1349.99,1416.24,1366.96
20160403,1438.25,1356.72,1343.14,1353.3,1342.75,1353.93,1343.69,1367.75,1360.83,1365.01,1369.78,1356.01,1360.34,1346.88,1349.97,1415.8,1367.2
20160404,1438.29,1356.26,1343.2,1353.72,1342.23,1353.63,1343.45,1368.26,1360.8,1364.96,1369.97,1355.69,1360.18,1347.23,1349.46,1416.04,1367.25
20160405,1438.13,1355.78,1342.59,1353.67,1342.41,1353.36,1343.23,1367.78,1360.31,1365.35,1369.28,1355.32,1359.75,1347.17,1349.6,1415.85,1367.2
20160406,1436.87,1354.59,1341.89,1353.65,1342.61,1352.49,1343.51,1367.66,1360.35,1364.88,1369.24,1355.36,1359.89,1347.29,1349.43,1415.83,1364.05
20160407,1436.86,1354.25,1341.47,1353.66,1341.69,1352.41,1342.98,1367.27,1360.4,1365.33,1368.9,1355.39,1359.61,1347.56,1349.1,1416,1365.4
20160408,1436.31,1354.2,1340.84,1353.34,1341.48,1352.23,1343.1,1366.74,1360.64,1364.96,1368.93,1355.16,1359.91,1347.55,1349.18,1415.89,1366.25
20160409,1435.52,1353.75,1340.33,1351.2,1340.94,1351.58,1342.82,1366.28,1360.56,1365.09,1368.77,1354.74,1360.42,1347.21,1349.03,1416.11,1366.25
20160410,1435.67,1353.71,1340.29,1350.95,1341.26,1351.43,1342.66,1366.2,1360.33,1364.67,1368.74,1355.05,1360.43,1347.32,1349.01,1416.11,1366.25
20160411,1435.25,1353.8,1340.26,1351.73,1341,1351.49,1342.53,1365.94,1360.73,1364.93,1368.49,1354.46,1359.95,1347.42,1348.77,1416.13,1364.86
20160412,1434.53,1353.27,1339.75,1351.44,1341.56,1351.26,1342.32,1365.49,1360.42,1364.77,1368.43,1354.05,1360.17,1347.29,1348.7,1416.13,1365.91
20160413,1434.42,1352.38,1339.22,1350.72,1341.76,1350.59,1342.38,1365.06,1360.43,1364.76,1368.64,1354.13,1359.94,1347.16,1348.58,1416.07,1366.37
20160414,1434.96,1352.36,1339.68,1350.24,1341.14,1351.19,1342.35,1364.93,1360.26,1364.78,1368.48,1354.11,1360.04,1347.25,1348.57,1415.93,1365.01
20160415,1434.68,1352.92,1339.94,1350.63,1340.34,1349.82,1342.94,1365.25,1361.16,1364.88,1368.57,1353.78,1359.7,1347.66,1348.88,1415.92,1366.03
20160416,1435.25,1352.82,1340.31,1350.58,1341.38,1350.92,1342.35,1365.3,1361,1364.99,1369.69,1354.14,1360.51,1347.8,1348.94,1415.81,1366.03
20160417,1435,1352.83,1340.29,1351.36,1341.25,1350.88,1342.31,1365.38,1360.92,1365.11,1369.35,1353.98,1360.61,1347.8,1349.02,1415.76,1366.03
20160418,1435.2,1352.75,1340.34,1351.64,1340.32,1351.15,1341.88,1365.4,1360.91,1364.88,1369.44,1353.36,1360.34,1347.66,1348.53,1415.62,1367.06
20160419,1436.99,1352.58,1340.42,1351.88,1340.82,1351.05,1342.63,1365.61,1361.08,1364.8,1368.92,1353.54,1359.93,1347.8,1348.63,1415.47,1364.63
20160420,1437.17,1351.95,1339.92,1351.88,1340.25,1350.53,1342.41,1365.36,1360.97,1365.11,1368.5,1353.4,1360.21,1347.53,1348.53,1416.05,1365.13
20160421,1436.9,1350.67,1339.79,1350.83,1340.73,1349.93,1342.5,1365.1,1360.78,1366.02,1368.71,1353.38,1359.61,1347.81,1348.11,1416.47,1366.37
20160422,1437.34,1350.5,1339.83,1350.33,1340.36,1350.11,1342.18,1365.16,1361.75,1365.91,1368.88,1352.57,1359.8,1347.41,1347.93,1415.68,1366.2
20160423,1437.17,1350.64,1339.57,1349.82,1340.41,1350.3,1342.51,1364.92,1361.96,1365.99,1369.07,1352.71,1359.72,1347.48,1348.29,1415.62,1366.2
20160424,1437.16,1350.42,1339.56,1349.74,1341.35,1349.92,1342.37,1364.87,1362.05,1365.82,1369.17,1352.69,1359.75,1347.45,1347.97,1415.68,1366.2
20160425,1437.33,1350.35,1339.6,1351.69,1340.62,1350.03,1342.6,1365.12,1362.31,1365.9,1369,1352.13,1359.35,1346.86,1347.84,1415.7,1366.2
20160426,1437.39,1350.47,1339.92,1351.38,1340.08,1350.02,1342.58,1364.84,1362.1,1365.43,1369.1,1351.82,1359.31,1346.86,1347.95,1415.31,1363.86
20160427,1436.72,1350.21,1339.61,1351.41,1340.46,1350.27,1342.96,1364.57,1362.14,1365.22,1369.05,1351.63,1359.35,1346.8,1348.07,1415.31,1364.53
20160428,1437.8,1350.89,1339.76,1351.12,1340.62,1349.87,1343,1365.2,1362.25,1365.64,1369.43,1351.73,1360.07,1347.17,1348.3,1415.31,1367.67
20160429,1438.59,1350.84,1340.9,1351.75,1340.43,1351.59,1348.07,1365.65,1362.9,1366.59,1369.55,1351.58,1360.01,1347.23,1348.53,1415.39,1367.67
20160430,1440.25,1351.39,1342.43,1352.37,1342.12,1353.13,1353.44,1366.25,1364.14,1367.57,1370.06,1352.19,1360.59,1348.18,1349.07,1415.39,1368.5
20160501,1442.31,1351.95,1342.88,1353.25,1342.53,1353.25,1357.55,1366.82,1364.48,1368.3,1370.61,1352.72,1360.9,1348.5,1349.45,1415.52,1369.36
20160502,1442.57,1352.37,1343.38,1354,1342.02,1353.68,1358.56,1367.06,1364.06,1368.44,1370.59,1352.37,1360.77,1348.33,1349.67,1415.15,1369.36
20160503,1454.04,1356.46,1349.89,1360.74,1348.17,1360.47,1363.17,1371.97,1366.89,1370.57,1372.7,1354.38,1361.08,1350.48,1351.44,1449.01,1369.68
20160504,1457.81,1358.63,1353.21,1363.47,1350.25,1363.79,1365.62,1374.4,1368.62,1371.6,1374.13,1355.05,1362.19,1351.36,1352.3,1457.56,1373.18
20160505,1460.79,1361.96,1356.95,1365.7,1351.97,1367.45,1366.47,1376.66,1369.96,1372.5,1375.42,1355.7,1363.5,1353.02,1353.83,1460.46,1374.63
20160506,1462.41,1363.95,1357.95,1366.82,1353.22,1369,1368.11,1378.07,1370.8,1373.5,1376.17,1356.25,1364.01,1353.7,1355.33,1461.01,1375.15
20160507,1462.6,1366.08,1359.76,1368.16,1354.58,1370.78,1367.63,1378.93,1371.8,1374.21,1376.86,1356.79,1364.47,1354.4,1356.72,1461.01,1375.32
20160508,1462.52,1366.58,1360.52,1369.26,1355.15,1371.49,1368.16,1379.47,1371.99,1374.53,1377.31,1357.18,1364.86,1355.06,1357.64,1461.01,1375.15
20160509,1463.51,1368.6,1361.47,1370.89,1356.26,1372.87,1368.56,1380.46,1372.78,1375.09,1377.64,1357.57,1364.72,1355.52,1357.99,1461.42,1376.7
20160510,1465.81,1370.27,1363.07,1372.46,1357.4,1374.3,1369.67,1381.91,1373.3,1376.31,1378.43,1357.8,1365.19,1356.36,1358.61,1461.39,1378.65
20160511,1465.87,1371.15,1363.35,1372.92,1358.6,1375.19,1370.2,1383.71,1373.69,1377.16,1379.21,1359.28,1365.98,1358.03,1359.81,1461.44,1376.96
20160512,1470.02,1373.96,1366.51,1376.01,1359.49,1377.22,1371.76,1385.74,1374.78,1378.16,1380.31,1360.26,1367.49,1359.81,1361.94,1461.44,1383
20160513,1471.74,1376.23,1368.19,1378.87,1362.7,1381.1,1372.44,1388.23,1377.34,1379.36,1381.9,1362.99,1368.25,1361.37,1363.14,1462.13,1382.12
20160514,1473.27,1380.98,1370.4,1379.38,1364.82,1383.34,1376.11,1390.23,1378.31,1379.81,1383.76,1364.98,1369.88,1363.32,1365.1,1462.13,1384.66
20160515,1474.67,1381.98,1371.3,1380.24,1365.11,1383.94,1377.26,1390.69,1378.77,1380.56,1384.39,1366.11,1370.51,1364.41,1365.71,1462.13,1384.83
20160516,1475.8,1384.03,1372.49,1383.08,1366.78,1385.29,1381.34,1392.4,1380.19,1381.34,1385.06,1367.81,1371.29,1365.61,1366.81,1461.7,1386.72
20160517,1480.84,1386.77,1375.14,1387.04,1370.12,1387.53,1387.26,1395.92,1382.8,1382.48,1386.98,1370.23,1373.66,1367.65,1368.5,1462.19,1390.03
